1,Upwork,/opt/Upwork/upwork %U,upwork,,,false,Utility;,/usr/share/applications/upwork.desktop
1,VLC,/usr/bin/vlc --started-from-file %U,vlc,/usr/bin/vlc,Media Player,false,AudioVideo;Player;Recorder;,/usr/share/applications/vlc.desktop
1,View Screencasts,~/.bin/screencast.sh open,org.gnome.Nautilus,,,false,,custom
1,View Screenshots,~/.bin/screenshot.sh open,org.gnome.Nautilus,,,false,,custom
1,View Wallpapers,~/.bin/wallpaper.sh open,org.gnome.Nautilus,,,false,,custom
1,Viewnior,viewnior %F,viewnior,viewnior,Image Viewer,false,GNOME;GTK;Graphics;Viewer;,/usr/share/applications/viewnior.desktop
1,Vim,vim %F,gvim,vim,Text Editor,true,Utility;TextEditor;,/usr/share/applications/vim.desktop
1,Visual Studio Code,/opt/visual-studio-code/code --no-sandbox --unity-launch %F,visual-studio-code,,Text Editor,,Utility;TextEditor;Development;IDE;,/usr/share/applications/visual-studio-code.desktop
1,WeeChat,weechat %u,weechat,,Chat client,true,Network;Chat;IRCClient;ConsoleOnly;,/usr/share/applications/weechat.desktop
1,gThumb,gthumb %U,org.gnome.gThumb,,Image Viewer,false,GNOME;GTK;Graphics;Viewer;RasterGraphics;2DGraphics;Photography;,/usr/share/applications/org.gnome.gThumb.desktop
1,kitty,kitty,kitty,kitty,Terminal,,System;TerminalEmulator;,/usr/share/applications/kitty.desktop
1,mpv,mpv --player-operation-mode,mpv,mpv,Media player,false,AudioVideo;Audio;Video;Player;TV;,/usr/share/applications/mpv.desktop
1,ncmpcpp,ncmpcpp,lxmusic,,Music Player,true,,custom
1,qutebrowser,qutebrowser %u,qutebrowser,,Web Browser,false,Network;WebBrowser;,/usr/share/applications/org.qutebrowser.qutebrowser.desktop
1,ranger,ranger,utilities-terminal,,File Manager,true,ConsoleOnly;System;FileTools;FileManager,/usr/share/applications/ranger.desktop
1,FLUID,fluid %F,fluid,fluid,,false,Development;GUIDesigner;,/usr/share/applications/fluid.desktop
1,Thunderbird,/usr/lib/thunderbird/thunderbird,thunderbird,,Mail Client,false,Network;Email;,/usr/share/applications/thunderbird.desktop
1,TigerVNC Viewer,/usr/bin/vncviewer,tigervnc,,,false,Network;RemoteAccess;,/usr/share/applications/vncviewer.desktop
1,Plex Media Player,plexmediaplayer,plexmediaplayer,,Media Player,false,AudioVideo;Video;Player;TV;,/usr/share/applications/plexmediaplayer.desktop
1,Glade,glade %F,org.gnome.Glade,,Interface Designer,false,GNOME;GTK;Development;GUIDesigner;,/usr/share/applications/org.gnome.Glade.desktop
1,Mail,io.elementary.mail,internet-mail,,,false,GNOME;GTK;Network;Email;,/usr/share/applications/io.elementary.mail.desktop
1,Authy Desktop,authy,authy,,,false,Utility;,/usr/share/applications/authy.desktop
1,Shift,/media/nikhgupta/JukeBox/Downloads/shift-linux-v5.0.89-stable/Shift-linux-x64/resources/../Shift -mailto %u,/home/nikhgupta/.local/share/icons/hicolor/1024x1024/apps/shift.png,,Shift,false,Network;,/home/nikhgupta/.local/share/applications/shift-application.desktop
0,Hydrus Client,hydrus-client,/opt/hydrus/static/hydrus_non-transparent.png,,,false,Application;FileTools;Graphics;Network;,/usr/share/applications/hydrus.desktop
0,Git Annex,/usr/bin/git-annex webapp,git-annex,,,false,Network;FileTransfer;,/usr/share/applications/git-annex.desktop
1,Trash,gio open trash:///,user-trash,,Open Trash.,false,System;,/usr/share/applications/dde-trash.desktop
1,Tagspaces,tagspaces,tagspaces,,,false,Utility;Graphics;,/usr/share/applications/tagspaces.desktop
1,Computer,gio open computer:///,computer,,Computer,false,System;,/usr/share/applications/dde-computer.desktop
1,Deepin Control Center,dde-control-center --show,preferences-system,,Control Center,false,Application;System;Settings,/usr/share/applications/dde-control-center.desktop
1,Deepin File Manager,/usr/bin/dde-file-manager -n %u,dde-file-manager,,File Manager,false,Utility;,/usr/share/applications/dde-file-manager.desktop
